applicant_id,age,annual_income,emp_length_years,home_ownership,loan_amount,loan_intent,loan_term_months,interest_rate,credit_score,dti_ratio,revolving_utilization,total_open_acc,delinq_2yrs,derogatory_recs,target_default
APP-11138,47,63320.92,1,RENT,28000,HOMEIMPROVEMENT,36,8.92,694,13.33,23.54,10,0,0,0
APP-11139,53,73320.08,0,RENT,36000,DEBTCONSOLIDATION,36,10.92,732,7.09,55.05,11,0,0,0
APP-11140,24,38555.79,17,MORTGAGE,19000,DEBTCONSOLIDATION,36,13.63,673,28.65,32.77,8,0,0,0
APP-11141,42,35962.73,17,RENT,22000,DEBTCONSOLIDATION,36,10.49,716,13.09,33.23,10,1,0,0
APP-11142,22,100399.73,13,RENT,5000,DEBTCONSOLIDATION,36,8.69,737,31.52,19.24,14,0,0,0
APP-11143,30,93973.0,12,MORTGAGE,33000,PERSONAL,36,13.08,669,6.24,20.63,10,0,0,0
APP-11144,25,35781.64,6,RENT,12000,DEBTCONSOLIDATION,36,8.09,846,13.23,18.28,10,0,0,0
APP-11145,30,31128.83,3,MORTGAGE,4000,DEBTCONSOLIDATION,36,14.66,675,22.8,29.63,15,3,0,0
APP-11146,53,43288.04,13,OWN,22000,DEBTCONSOLIDATION,60,6.65,803,15.21,27.64,10,0,0,0
APP-11147,58,55787.83,19,MORTGAGE,15000,HOMEIMPROVEMENT,36,11.17,747,31.07,17.2,10,0,0,0
APP-11148,33,48797.62,8,RENT,7000,PERSONAL,36,7.1,790,8.19,41.54,11,0,0,0
APP-11149,51,64877.58,5,MORTGAGE,30000,PERSONAL,36,11.59,736,14.47,19.17,10,0,0,0
APP-11150,67,94705.87,4,RENT,32000,DEBTCONSOLIDATION,60,10.64,717,8.23,9.0,6,0,0,0
APP-11151,56,75436.93,0,RENT,29000,HOMEIMPROVEMENT,36,15.23,644,12.0,43.69,7,0,0,0
APP-11152,65,78281.02,10,MORTGAGE,37000,DEBTCONSOLIDATION,36,14.12,664,51.01,35.53,7,1,0,0
APP-11153,44,18000.0,20,RENT,29000,DEBTCONSOLIDATION,36,17.32,633,16.06,22.69,15,0,0,0
APP-11154,35,26716.82,16,RENT,20000,VENTURE,36,11.92,712,2.0,39.36,14,0,2,0
APP-11155,49,40206.0,18,RENT,4000,PERSONAL,36,10.95,758,16.07,38.03,8,0,0,0
APP-11156,28,43665.05,12,OTHER,13000,HOMEIMPROVEMENT,36,13.23,703,20.8,28.19,10,0,0,0
APP-11157,25,91118.3,9,RENT,37000,VENTURE,36,10.64,729,15.29,39.95,12,0,0,0
APP-11158,49,38582.31,20,RENT,25000,EDUCATION,36,11.74,764,18.19,46.73,7,0,0,0
APP-11159,67,83572.0,8,MORTGAGE,13000,HOMEIMPROVEMENT,36,17.57,656,4.69,13.12,22,2,0,0
APP-11160,24,40434.84,19,MORTGAGE,25000,DEBTCONSOLIDATION,60,10.83,733,6.83,20.16,8,0,1,0
APP-11161,32,32845.1,15,RENT,2000,PERSONAL,36,8.69,768,8.29,49.69,13,0,0,0
APP-11162,65,33616.6,5,OWN,29000,PERSONAL,36,7.25,745,27.66,39.89,7,0,0,0
APP-11163,22,185189.19,9,RENT,17000,DEBTCONSOLIDATION,36,12.85,780,18.1,52.52,11,2,0,0
APP-11164,47,,7,RENT,22000,DEBTCONSOLIDATION,36,11.54,768,7.96,8.57,12,0,0,0
APP-11165,51,84583.43,1,RENT,31000,PERSONAL,36,14.99,636,6.58,29.99,9,0,0,0
APP-11166,56,27471.4,6,MORTGAGE,35000,DEBTCONSOLIDATION,36,14.87,667,16.57,11.61,7,2,0,0
APP-11167,56,121718.28,18,RENT,27000,DEBTCONSOLIDATION,36,9.91,721,11.26,22.51,8,0,2,0
APP-11168,46,71290.66,15,MORTGAGE,36000,VENTURE,36,14.49,696,29.69,21.69,9,0,0,0
APP-11169,63,68664.63,4,OWN,32000,MEDICAL,36,17.82,558,18.84,9.8,7,0,0,0
APP-11170,47,73637.79,6,RENT,17000,DEBTCONSOLIDATION,36,17.5,546,19.17,65.14,8,0,0,0
APP-11171,25,77808.03,12,OTHER,30000,DEBTCONSOLIDATION,60,17.24,570,27.02,13.53,8,0,0,0
APP-11172,40,89727.59,7,RENT,30000,MEDICAL,36,9.41,747,32.92,37.67,8,0,0,0
APP-11173,31,44375.88,9,RENT,10000,DEBTCONSOLIDATION,60,10.79,712,19.4,47.15,12,0,1,0
APP-11174,30,43096.88,14,MORTGAGE,15000,PERSONAL,60,11.49,673,12.75,17.07,12,0,0,0
APP-11175,60,61366.04,8,MORTGAGE,9000,DEBTCONSOLIDATION,60,14.3,655,17.76,10.16,13,0,0,0
APP-11176,58,84306.47,2,MORTGAGE,3000,DEBTCONSOLIDATION,60,11.21,739,11.5,15.09,7,0,0,0
APP-11177,26,57911.56,10,MORTGAGE,12000,PERSONAL,36,8.55,730,26.61,27.0,5,0,0,0
APP-11178,28,88163.73,6,OWN,3000,MEDICAL,36,13.76,598,16.48,38.97,10,0,0,0
APP-11179,43,81545.66,4,MORTGAGE,19000,PERSONAL,36,16.25,633,25.75,61.51,10,0,1,0
APP-11180,67,53718.27,5,RENT,6000,EDUCATION,36,14.56,668,17.72,52.23,9,0,1,0
APP-11181,46,24994.47,8,OWN,8000,DEBTCONSOLIDATION,36,13.27,659,6.28,51.78,14,0,0,0
APP-11182,66,46547.85,18,OWN,24000,VENTURE,36,14.76,671,11.52,25.03,11,0,0,0
APP-11183,63,143114.26,14,RENT,20000,DEBTCONSOLIDATION,60,11.55,653,15.25,29.38,6,0,2,0
APP-11184,32,70971.23,13,MORTGAGE,20000,DEBTCONSOLIDATION,60,15.93,641,10.08,76.48,16,0,0,0
APP-11185,46,43487.33,8,MORTGAGE,20000,DEBTCONSOLIDATION,36,8.15,712,22.3,43.16,11,0,0,0
APP-11186,33,67868.4,0,MORTGAGE,29000,MEDICAL,36,11.88,709,21.95,54.38,12,0,0,1
APP-11187,60,83979.0,6,RENT,12000,HOMEIMPROVEMENT,36,18.55,570,34.09,38.73,10,0,0,1
APP-11188,38,43497.87,16,MORTGAGE,12000,DEBTCONSOLIDATION,36,14.76,650,20.46,38.24,7,0,0,0
APP-11189,45,111045.13,7,OWN,10000,DEBTCONSOLIDATION,36,18.63,576,16.85,24.89,16,0,2,0
APP-11190,53,76714.73,11,RENT,15000,VENTURE,36,9.14,782,6.61,7.4,9,0,2,0
APP-11191,67,34545.95,2,MORTGAGE,35000,MEDICAL,36,12.74,688,8.88,35.71,12,0,0,0
APP-11192,60,91874.9,19,MORTGAGE,30000,HOMEIMPROVEMENT,60,15.44,667,12.51,35.56,11,1,0,1
APP-11193,63,48785.74,19,RENT,22000,PERSONAL,36,13.44,715,9.06,34.82,8,0,0,0
APP-11194,32,54744.64,1,RENT,6000,DEBTCONSOLIDATION,36,9.81,755,6.55,39.83,10,0,0,0
APP-11195,64,36026.7,14,MORTGAGE,34000,DEBTCONSOLIDATION,36,17.45,576,21.33,36.58,11,0,0,1
APP-11196,56,82102.46,0,RENT,10000,DEBTCONSOLIDATION,36,13.55,639,22.06,25.84,7,0,0,0
APP-11197,68,55579.37,11,RENT,4000,DEBTCONSOLIDATION,36,14.65,689,27.12,30.17,10,0,0,0
APP-11198,24,83857.86,2,MORTGAGE,15000,DEBTCONSOLIDATION,60,15.3,618,9.61,42.33,9,0,0,0
APP-11199,25,45456.4,1,MORTGAGE,19000,PERSONAL,36,14.8,649,8.43,37.69,5,0,0,0
APP-11200,57,42928.81,0,RENT,13000,MEDICAL,36,16.3,582,16.33,30.1,11,1,1,0
APP-11201,28,41224.23,19,MORTGAGE,24000,MEDICAL,60,9.87,635,7.84,24.17,14,1,0,1
APP-11202,62,72985.5,17,MORTGAGE,15000,PERSONAL,36,13.14,640,11.23,36.66,9,0,0,0
APP-11203,69,42609.18,0,RENT,17000,DEBTCONSOLIDATION,36,7.01,787,9.76,33.09,10,0,0,0
APP-11204,48,54092.11,11,MORTGAGE,38000,DEBTCONSOLIDATION,36,11.87,727,6.22,19.48,11,2,1,1
APP-11205,51,46202.38,3,MORTGAGE,21000,MEDICAL,36,12.03,608,11.09,41.5,4,0,3,1
APP-11206,29,74610.91,4,RENT,21000,DEBTCONSOLIDATION,60,14.38,657,9.35,28.64,5,0,0,0
APP-11207,49,25143.35,18,OWN,16000,DEBTCONSOLIDATION,60,10.54,708,23.08,7.0,10,0,1,1
APP-11208,34,67745.71,0,MORTGAGE,26000,DEBTCONSOLIDATION,60,15.03,642,29.43,26.97,7,0,0,0
APP-11209,60,142296.98,11,RENT,18000,DEBTCONSOLIDATION,60,14.28,649,14.68,33.58,9,0,0,0
APP-11210,61,111080.79,7,RENT,13000,DEBTCONSOLIDATION,36,9.11,787,22.21,71.33,10,0,0,0
APP-11211,42,43988.06,2,MORTGAGE,40000,PERSONAL,36,17.02,616,10.89,50.8,10,0,1,1
APP-11212,31,76672.69,8,RENT,8000,HOMEIMPROVEMENT,60,9.83,814,5.48,28.02,10,0,2,0
APP-11213,43,69583.5,19,RENT,9000,DEBTCONSOLIDATION,36,17.41,615,24.73,67.46,9,0,0,0
APP-11214,21,124828.49,16,RENT,25000,PERSONAL,36,16.24,563,37.22,45.04,7,0,0,0
APP-11215,66,18000.0,1,MORTGAGE,26000,DEBTCONSOLIDATION,60,7.53,787,5.35,15.93,12,0,0,0
APP-11216,57,104446.86,17,RENT,22000,DEBTCONSOLIDATION,60,13.7,707,3.67,50.67,6,0,1,0
APP-11217,41,52377.96,19,OWN,34000,DEBTCONSOLIDATION,60,12.06,680,18.49,27.42,12,0,0,0
APP-11218,46,41290.41,4,MORTGAGE,11000,DEBTCONSOLIDATION,36,9.78,713,2.85,51.67,13,0,0,0
APP-11219,66,40704.71,5,MORTGAGE,23000,DEBTCONSOLIDATION,36,14.06,603,8.96,14.88,12,0,0,0
APP-11220,56,31258.51,1,MORTGAGE,20000,VENTURE,36,14.23,656,2.76,57.26,11,0,2,0
APP-11221,43,44043.84,6,MORTGAGE,30000,DEBTCONSOLIDATION,60,10.37,747,10.11,6.99,12,0,0,0
APP-11222,21,34896.19,13,MORTGAGE,4000,DEBTCONSOLIDATION,36,15.9,648,6.88,24.08,11,0,0,0
APP-11223,60,65519.86,4,MORTGAGE,40000,MEDICAL,36,12.28,647,33.93,46.48,9,1,0,1
APP-11224,35,80416.03,0,RENT,5000,HOMEIMPROVEMENT,60,8.03,759,16.89,54.33,8,1,0,0
APP-11225,41,52665.36,5,RENT,38000,EDUCATION,36,12.5,686,8.39,55.14,8,0,0,0
APP-11226,67,126736.02,8,MORTGAGE,32000,DEBTCONSOLIDATION,60,9.06,711,21.44,34.35,10,0,0,0
APP-11227,29,45514.64,11,MORTGAGE,7000,DEBTCONSOLIDATION,60,15.11,604,35.22,47.85,9,0,0,0
APP-11228,29,51306.3,13,RENT,29000,DEBTCONSOLIDATION,60,14.06,690,10.72,21.14,10,0,0,0
APP-11229,30,47265.2,0,RENT,11000,VENTURE,60,12.95,773,10.45,19.2,11,0,0,0
APP-11230,46,80765.84,8,MORTGAGE,13000,DEBTCONSOLIDATION,36,16.07,581,8.22,33.32,7,0,1,0
APP-11231,61,84947.33,4,RENT,3000,DEBTCONSOLIDATION,36,14.15,631,17.12,38.54,9,0,1,0
APP-11232,55,76702.03,19,OWN,4000,HOMEIMPROVEMENT,60,10.33,762,31.75,18.92,9,0,0,0
APP-11233,45,56271.62,6,MORTGAGE,2000,HOMEIMPROVEMENT,36,12.92,713,14.27,80.77,12,0,0,0
APP-11234,46,30628.57,0,RENT,36000,EDUCATION,36,16.13,641,27.23,25.44,15,0,0,0
APP-11235,31,51035.65,0,RENT,25000,EDUCATION,36,12.01,684,17.58,78.67,9,0,0,0
APP-11236,58,125375.67,4,RENT,35000,HOMEIMPROVEMENT,36,15.02,671,35.4,28.91,14,0,0,0
APP-11237,22,99371.33,2,RENT,21000,DEBTCONSOLIDATION,60,16.85,555,22.37,19.1,6,0,0,0
APP-11238,27,69357.2,13,OWN,17000,PERSONAL,36,15.05,693,22.69,18.57,10,0,0,0
APP-11239,38,49403.37,17,MORTGAGE,31000,PERSONAL,36,17.55,596,9.19,34.9,13,0,0,1
APP-11240,47,59467.83,5,OWN,40000,DEBTCONSOLIDATION,36,10.96,706,16.9,21.1,5,0,0,0
APP-11241,54,49513.36,11,MORTGAGE,26000,DEBTCONSOLIDATION,36,16.39,594,20.13,45.4,14,0,0,0
APP-11242,47,108719.43,14,MORTGAGE,6000,DEBTCONSOLIDATION,36,10.27,741,10.9,51.78,9,0,0,0
APP-11243,37,39360.44,7,OWN,30000,DEBTCONSOLIDATION,60,13.89,683,10.04,37.61,6,0,0,0
APP-11244,63,95019.24,0,OWN,38000,EDUCATION,36,14.91,618,10.2,61.15,5,0,1,0
APP-11245,64,45954.12,3,MORTGAGE,29000,MEDICAL,36,14.22,619,16.76,49.8,13,0,0,0
APP-11246,44,115897.73,18,MORTGAGE,24000,HOMEIMPROVEMENT,36,15.07,648,17.85,29.48,10,0,0,0
APP-11247,45,74116.09,17,MORTGAGE,33000,DEBTCONSOLIDATION,60,13.53,683,2.62,41.89,5,0,0,0
APP-11248,27,41163.46,0,RENT,19000,MEDICAL,36,11.51,671,33.21,40.85,7,0,0,0
APP-11249,26,51294.76,3,RENT,36000,DEBTCONSOLIDATION,36,14.27,705,22.56,44.46,8,0,0,1
APP-11250,44,85461.42,15,MORTGAGE,25000,PERSONAL,60,13.76,700,12.32,40.54,13,0,0,0
APP-11251,53,46650.02,9,MORTGAGE,29000,MEDICAL,36,11.94,745,23.53,4.92,10,0,1,0
APP-11252,69,60540.52,15,MORTGAGE,37000,DEBTCONSOLIDATION,36,7.93,816,25.42,17.17,11,0,0,0
APP-11253,49,46329.21,3,MORTGAGE,22000,MEDICAL,36,11.65,675,44.59,17.5,7,0,0,0
APP-11254,63,144286.84,19,MORTGAGE,6000,DEBTCONSOLIDATION,36,14.91,679,3.93,21.46,8,4,0,0
APP-11255,42,157241.16,16,RENT,27000,MEDICAL,60,10.94,712,23.99,40.33,7,1,0,0
APP-11256,46,124437.89,2,RENT,24000,DEBTCONSOLIDATION,36,13.21,642,7.0,21.05,13,0,0,0
APP-11257,48,56264.16,10,RENT,34000,DEBTCONSOLIDATION,60,16.06,606,11.42,37.34,15,0,0,1
APP-11258,41,48953.38,0,RENT,27000,PERSONAL,36,11.82,641,51.28,28.43,17,0,1,0
APP-11259,69,40555.16,6,MORTGAGE,23000,DEBTCONSOLIDATION,36,13.27,688,6.08,32.26,6,0,2,0
APP-11260,27,129037.8,13,RENT,21000,PERSONAL,36,11.14,703,13.24,62.73,10,0,0,0
APP-11261,37,95354.98,5,RENT,3000,PERSONAL,36,8.19,810,9.07,61.69,8,0,0,0
APP-11262,40,97673.0,13,RENT,19000,PERSONAL,60,17.49,592,28.35,20.97,9,0,3,0
APP-11263,61,52840.65,3,MORTGAGE,6000,EDUCATION,36,14.11,705,7.94,61.77,10,0,0,0
APP-11264,69,24860.89,14,RENT,33000,DEBTCONSOLIDATION,36,15.17,669,31.26,34.46,13,5,0,0
APP-11265,40,27889.94,6,MORTGAGE,12000,DEBTCONSOLIDATION,60,12.47,757,17.08,73.22,14,0,0,0
APP-11266,42,61624.64,16,RENT,22000,VENTURE,36,15.36,616,52.71,39.68,13,0,2,1
APP-11267,48,46104.36,1,RENT,23000,DEBTCONSOLIDATION,36,7.64,733,13.93,40.65,11,0,0,0
APP-11268,60,43527.55,6,MORTGAGE,4000,DEBTCONSOLIDATION,60,13.72,655,18.43,63.26,8,0,0,0
APP-11269,69,71152.03,8,OWN,10000,PERSONAL,60,11.8,744,10.6,6.42,15,0,0,0
APP-11270,27,99392.3,7,MORTGAGE,3000,PERSONAL,36,12.08,684,11.73,21.77,13,0,1,0
APP-11271,21,42166.72,8,MORTGAGE,29000,HOMEIMPROVEMENT,60,10.45,738,37.55,77.25,9,0,1,0
APP-11272,52,,8,MORTGAGE,35000,DEBTCONSOLIDATION,36,10.24,709,29.07,11.37,15,2,0,0
APP-11273,33,42670.56,20,MORTGAGE,11000,EDUCATION,36,16.08,627,9.11,75.52,12,0,0,0
APP-11274,50,35525.93,2,RENT,20000,HOMEIMPROVEMENT,36,16.25,565,12.28,47.43,14,1,0,0
APP-11275,43,80532.52,15,MORTGAGE,30000,HOMEIMPROVEMENT,36,9.14,779,4.81,24.7,11,0,0,0
APP-11276,39,59751.26,10,OWN,3000,MEDICAL,36,14.31,671,37.11,54.34,7,1,0,0
APP-11277,52,153314.19,7,MORTGAGE,7000,DEBTCONSOLIDATION,36,9.94,765,32.98,65.8,12,0,0,0
APP-11278,50,86451.82,12,MORTGAGE,8000,HOMEIMPROVEMENT,60,15.31,685,20.7,36.09,8,0,0,0
APP-11279,49,148290.44,17,MORTGAGE,37000,VENTURE,60,10.1,748,23.22,10.59,9,0,0,0
APP-11280,69,29675.06,8,RENT,9000,DEBTCONSOLIDATION,60,12.17,631,22.87,32.26,8,0,0,0
APP-11281,65,18000.0,17,MORTGAGE,20000,VENTURE,36,13.48,699,18.13,33.57,10,1,0,0
APP-11282,49,67608.97,0,MORTGAGE,11000,EDUCATION,36,7.04,850,23.72,39.37,9,0,0,0
APP-11283,50,63679.0,13,OWN,34000,PERSONAL,36,15.97,630,15.26,35.99,7,0,0,0
APP-11284,36,56308.87,5,OWN,38000,PERSONAL,60,10.81,726,20.3,47.23,10,4,0,0
APP-11285,60,62811.81,7,MORTGAGE,39000,PERSONAL,36,13.34,687,7.71,33.76,10,3,0,0
APP-11286,39,34131.87,11,OTHER,28000,HOMEIMPROVEMENT,60,11.51,714,2.58,7.57,8,0,0,0
APP-11287,38,79347.27,9,RENT,30000,PERSONAL,60,10.38,693,2.96,43.42,17,0,0,0
APP-11288,21,86517.04,6,OWN,20000,VENTURE,36,17.63,582,16.85,62.48,8,5,0,0
APP-11289,34,32863.75,5,RENT,19000,PERSONAL,36,12.59,718,26.59,29.5,15,0,0,0
APP-11290,67,,12,RENT,24000,PERSONAL,60,13.5,712,16.03,35.7,8,0,0,0
APP-11291,22,51744.22,9,MORTGAGE,2000,HOMEIMPROVEMENT,36,5.6,786,23.64,60.17,9,0,0,0
APP-11292,48,42812.89,5,MORTGAGE,4000,HOMEIMPROVEMENT,60,15.41,616,11.33,8.77,6,0,0,0
APP-11293,69,33504.79,2,OWN,11000,VENTURE,36,11.5,706,9.09,57.43,15,0,0,0
APP-11294,50,60249.68,15,MORTGAGE,8000,MEDICAL,60,16.71,619,6.9,11.53,10,0,0,0
APP-11295,58,68213.84,16,OWN,27000,DEBTCONSOLIDATION,36,10.76,751,5.1,24.03,6,3,0,0
APP-11296,24,44130.61,3,RENT,17000,DEBTCONSOLIDATION,60,10.65,733,27.09,17.58,7,3,0,0
APP-11297,21,34703.84,4,MORTGAGE,40000,PERSONAL,60,15.74,674,7.42,62.93,13,0,0,1
APP-11298,28,73517.49,3,MORTGAGE,33000,MEDICAL,60,18.56,610,16.18,26.6,15,0,0,0
APP-11299,49,40796.02,18,MORTGAGE,13000,VENTURE,36,15.07,690,10.56,21.12,8,0,0,0
APP-11300,59,51297.5,15,RENT,9000,PERSONAL,36,12.19,721,15.47,51.92,7,0,0,0
APP-11301,23,48144.48,0,MORTGAGE,9000,PERSONAL,36,9.76,755,15.22,93.07,12,0,0,0
APP-11302,52,111619.87,17,MORTGAGE,12000,HOMEIMPROVEMENT,36,18.67,611,10.45,51.22,12,0,0,0
APP-11303,30,41742.9,0,MORTGAGE,34000,PERSONAL,36,17.01,629,19.71,42.86,9,0,0,0
APP-11304,30,141883.74,4,MORTGAGE,26000,DEBTCONSOLIDATION,60,16.39,626,24.69,26.94,10,0,0,0
APP-11305,39,,19,RENT,18000,DEBTCONSOLIDATION,60,12.72,676,9.87,36.03,10,0,0,0
APP-11306,66,148813.53,17,RENT,32000,DEBTCONSOLIDATION,36,12.4,653,17.1,22.28,8,0,0,0
APP-11307,54,83476.41,16,RENT,20000,HOMEIMPROVEMENT,36,9.11,741,8.12,54.17,8,0,0,0
APP-11308,53,53609.3,8,OWN,16000,DEBTCONSOLIDATION,60,11.64,722,16.18,40.22,9,0,0,0
APP-11309,43,37847.37,5,MORTGAGE,36000,HOMEIMPROVEMENT,36,11.93,736,13.62,32.16,12,0,0,0
APP-11310,48,50125.96,18,MORTGAGE,40000,PERSONAL,60,7.19,763,6.71,6.81,7,0,0,0
APP-11311,52,125950.03,13,MORTGAGE,3000,DEBTCONSOLIDATION,36,17.51,600,13.82,24.48,10,1,0,1
APP-11312,27,58456.06,4,OWN,35000,DEBTCONSOLIDATION,60,10.74,683,7.24,51.52,16,0,0,0
APP-11313,49,83321.32,8,RENT,26000,DEBTCONSOLIDATION,36,12.19,696,43.49,65.05,7,0,0,0
APP-11314,28,66402.21,18,RENT,39000,DEBTCONSOLIDATION,36,16.51,638,7.19,67.06,7,1,0,0
APP-11315,21,67834.8,18,MORTGAGE,5000,DEBTCONSOLIDATION,36,16.25,686,16.39,43.1,12,0,0,0
APP-11316,23,69153.22,13,MORTGAGE,17000,EDUCATION,36,12.06,715,46.59,33.74,7,0,0,0
APP-11317,44,76701.06,14,MORTGAGE,33000,EDUCATION,60,13.73,657,7.7,12.6,7,0,0,0
APP-11318,43,39852.73,0,RENT,16000,VENTURE,36,12.54,692,25.07,49.02,15,0,0,0
APP-11319,28,52184.87,12,RENT,15000,DEBTCONSOLIDATION,36,13.38,668,39.23,66.56,14,0,0,0
APP-11320,67,69888.52,13,MORTGAGE,16000,VENTURE,36,12.68,726,31.14,29.68,1,0,0,0
APP-11321,57,64974.07,0,MORTGAGE,8000,DEBTCONSOLIDATION,36,9.89,745,21.01,16.96,12,0,0,0
APP-11322,23,47543.37,17,MORTGAGE,8000,DEBTCONSOLIDATION,36,10.72,721,2.0,67.2,13,0,0,0
APP-11323,53,73739.98,19,RENT,9000,VENTURE,60,8.61,778,7.76,29.28,15,0,1,0
APP-11324,48,40718.15,3,MORTGAGE,20000,PERSONAL,36,19.88,535,15.5,37.55,5,0,0,0
APP-11325,67,32483.8,17,RENT,19000,DEBTCONSOLIDATION,60,14.37,665,10.69,46.79,9,0,0,0
APP-11326,28,69389.64,13,MORTGAGE,18000,HOMEIMPROVEMENT,36,15.73,622,18.19,44.03,10,0,0,0
APP-11327,54,32884.42,11,MORTGAGE,19000,DEBTCONSOLIDATION,60,12.21,783,23.35,39.77,4,2,0,0
APP-11328,55,68875.93,17,RENT,20000,DEBTCONSOLIDATION,36,16.46,614,12.97,57.41,8,0,0,0
APP-11329,52,22531.27,4,RENT,14000,HOMEIMPROVEMENT,60,12.78,775,16.35,2.33,15,0,0,1
APP-11330,44,41668.72,16,RENT,12000,DEBTCONSOLIDATION,36,15.54,670,30.62,35.82,4,0,0,0
APP-11331,34,50828.45,5,OTHER,8000,HOMEIMPROVEMENT,60,12.79,646,30.61,15.21,8,0,0,0
APP-11332,52,26814.08,16,MORTGAGE,28000,PERSONAL,36,13.68,707,24.62,59.57,13,0,0,0
APP-11333,66,49695.21,8,MORTGAGE,38000,DEBTCONSOLIDATION,36,10.71,807,11.96,43.92,7,0,0,0
APP-11334,63,108283.69,0,MORTGAGE,6000,MEDICAL,60,12.77,636,30.04,32.12,12,1,0,0
APP-11335,36,31724.54,6,OWN,9000,PERSONAL,36,13.21,705,29.97,47.42,10,0,0,0
APP-11336,24,50378.18,3,MORTGAGE,11000,PERSONAL,60,9.78,711,11.23,88.5,6,0,0,1
APP-11337,57,140269.71,0,RENT,38000,DEBTCONSOLIDATION,36,15.4,629,5.75,50.12,9,0,0,0
APP-11338,41,35209.44,0,RENT,27000,DEBTCONSOLIDATION,36,15.86,651,8.09,57.32,7,0,0,1
APP-11339,34,120404.44,16,MORTGAGE,16000,DEBTCONSOLIDATION,36,12.69,656,20.35,32.25,4,0,0,0
APP-11340,51,52077.97,18,RENT,17000,PERSONAL,36,13.61,696,16.26,28.72,16,1,0,1
APP-11341,68,63004.16,19,RENT,30000,DEBTCONSOLIDATION,36,13.65,603,16.94,25.56,13,2,0,0
APP-11342,38,114203.94,17,OTHER,29000,DEBTCONSOLIDATION,60,13.25,691,4.47,52.41,12,0,0,0
APP-11343,27,46978.77,17,OWN,11000,MEDICAL,60,15.83,620,20.77,43.04,15,1,0,0
APP-11344,30,82085.19,0,OWN,5000,HOMEIMPROVEMENT,36,13.44,677,43.52,35.33,16,0,1,0
APP-11345,27,93180.95,16,RENT,15000,PERSONAL,36,14.24,620,41.94,41.62,9,0,0,0
APP-11346,53,43243.1,16,RENT,34000,DEBTCONSOLIDATION,60,11.05,769,4.27,16.22,10,0,0,0
APP-11347,43,40916.35,1,RENT,19000,EDUCATION,60,13.41,705,7.6,23.06,5,0,0,0
APP-11348,41,53407.07,13,MORTGAGE,13000,DEBTCONSOLIDATION,36,17.36,641,26.45,3.77,10,0,0,0
APP-11349,39,54249.14,8,MORTGAGE,11000,DEBTCONSOLIDATION,36,13.08,791,22.47,38.05,13,0,0,0
APP-11350,68,34909.91,18,MORTGAGE,22000,DEBTCONSOLIDATION,36,14.54,598,16.24,16.08,14,0,0,0
APP-11351,39,43442.77,14,OWN,34000,EDUCATION,60,11.84,688,22.15,73.8,7,0,0,1
APP-11352,56,18000.0,19,MORTGAGE,15000,DEBTCONSOLIDATION,36,11.37,715,39.78,24.62,9,2,0,0
APP-11353,49,50658.57,0,RENT,10000,PERSONAL,36,13.54,671,10.62,42.39,12,0,0,0
APP-11354,38,93638.52,0,RENT,27000,VENTURE,36,12.92,681,7.23,57.32,11,0,0,0
APP-11355,22,26020.9,20,RENT,16000,MEDICAL,36,14.85,648,47.64,59.74,7,0,0,1
APP-11356,21,47497.28,0,RENT,22000,HOMEIMPROVEMENT,36,13.47,637,38.13,44.6,6,0,0,1
APP-11357,67,203041.65,7,RENT,23000,DEBTCONSOLIDATION,60,10.22,741,15.1,30.69,13,0,0,0
APP-11358,25,59202.56,13,MORTGAGE,6000,EDUCATION,36,8.91,695,16.87,74.56,9,0,0,0
APP-11359,40,117994.96,18,RENT,17000,DEBTCONSOLIDATION,60,12.39,708,16.1,77.66,17,0,0,0
APP-11360,31,36099.79,4,MORTGAGE,36000,VENTURE,60,10.21,729,11.63,36.93,8,0,0,0
APP-11361,62,74937.46,0,MORTGAGE,6000,DEBTCONSOLIDATION,36,13.53,652,8.75,32.5,7,3,0,0
APP-11362,22,33153.08,10,RENT,27000,VENTURE,36,15.79,647,2.83,42.12,6,0,0,0
APP-11363,23,73169.38,8,RENT,27000,DEBTCONSOLIDATION,36,13.57,645,11.26,11.71,7,0,0,0
APP-11364,43,91228.64,5,RENT,6000,DEBTCONSOLIDATION,36,13.2,692,20.12,65.06,6,1,0,0
APP-11365,32,81022.97,18,RENT,37000,DEBTCONSOLIDATION,36,10.64,806,25.39,10.77,9,0,0,0
APP-11366,40,50389.16,15,MORTGAGE,25000,DEBTCONSOLIDATION,60,13.63,692,7.57,14.35,7,0,0,0
APP-11367,25,68697.41,17,MORTGAGE,16000,HOMEIMPROVEMENT,36,21.46,507,7.91,50.49,8,2,0,0
APP-11368,57,69026.51,1,MORTGAGE,31000,VENTURE,36,14.75,706,27.92,34.67,10,0,0,0
APP-11369,58,83532.82,14,RENT,6000,MEDICAL,36,11.97,712,9.59,41.36,17,0,1,0
APP-11370,50,56281.24,20,MORTGAGE,23000,DEBTCONSOLIDATION,36,10.92,749,13.83,60.73,10,0,1,1
APP-11371,29,95374.77,12,MORTGAGE,34000,DEBTCONSOLIDATION,60,10.83,767,20.77,41.58,10,1,0,0
APP-11372,54,122676.08,2,RENT,6000,MEDICAL,60,5.04,850,35.54,14.98,12,2,0,0
APP-11373,64,51075.81,20,RENT,33000,VENTURE,36,13.9,686,23.85,82.27,9,0,0,0
